pseudo_subid,exp_cond,exp_subid,movName,lag,conditional_probability,event_condition,condition
11,Jumbled,8,Corn,-5,0,separated,Jumbled
11,Jumbled,8,Corn,-4,0,separated,Jumbled
11,Jumbled,8,Corn,-3,0,separated,Jumbled
11,Jumbled,8,Corn,-2,0,separated,Jumbled
11,Jumbled,8,Corn,-1,0,separated,Jumbled
11,Jumbled,8,Corn,1,0,separated,Jumbled
11,Jumbled,8,Corn,2,0,separated,Jumbled
11,Jumbled,8,Corn,3,0,separated,Jumbled
11,Jumbled,8,Corn,4,0,separated,Jumbled
11,Jumbled,8,Corn,5,0,separated,Jumbled
23,Jumbled,7,Corn,-5,0,intact,Jumbled
23,Jumbled,7,Corn,-4,0,intact,Jumbled
23,Jumbled,7,Corn,-3,0,intact,Jumbled
23,Jumbled,7,Corn,-2,0,intact,Jumbled
23,Jumbled,7,Corn,-1,0,intact,Jumbled
23,Jumbled,7,Corn,1,0,intact,Jumbled
23,Jumbled,7,Corn,2,0,intact,Jumbled
23,Jumbled,7,Corn,3,0,intact,Jumbled
23,Jumbled,7,Corn,4,0,intact,Jumbled
23,Jumbled,7,Corn,5,0,intact,Jumbled
23,Jumbled,7,Corn,-5,0,separated,Jumbled
23,Jumbled,7,Corn,-4,0,separated,Jumbled
23,Jumbled,7,Corn,-3,0,separated,Jumbled
23,Jumbled,7,Corn,-2,0,separated,Jumbled
23,Jumbled,7,Corn,-1,0,separated,Jumbled
23,Jumbled,7,Corn,1,0,separated,Jumbled
23,Jumbled,7,Corn,2,0,separated,Jumbled
23,Jumbled,7,Corn,3,0,separated,Jumbled
23,Jumbled,7,Corn,4,0,separated,Jumbled
23,Jumbled,7,Corn,5,0,separated,Jumbled
7,Ordered,11,Corn,-5,0,intact,Interrupted
7,Ordered,11,Corn,-4,0,intact,Interrupted
7,Ordered,11,Corn,-3,0,intact,Interrupted
7,Ordered,11,Corn,-2,0.0625,intact,Interrupted
7,Ordered,11,Corn,-1,0.066666667,intact,Interrupted
7,Ordered,11,Corn,1,0.333333333,intact,Interrupted
7,Ordered,11,Corn,2,0.043478261,intact,Interrupted
7,Ordered,11,Corn,3,0.125,intact,Interrupted
7,Ordered,11,Corn,4,0.045454545,intact,Interrupted
7,Ordered,11,Corn,5,0.181818182,intact,Interrupted
7,Ordered,11,Corn,-5,0,separated,Interrupted
7,Ordered,11,Corn,-4,0,separated,Interrupted
7,Ordered,11,Corn,-3,0,separated,Interrupted
7,Ordered,11,Corn,-2,0,separated,Interrupted
7,Ordered,11,Corn,-1,0.5,separated,Interrupted
7,Ordered,11,Corn,1,0.5,separated,Interrupted
7,Ordered,11,Corn,2,0,separated,Interrupted
7,Ordered,11,Corn,3,0.25,separated,Interrupted
7,Ordered,11,Corn,4,0,separated,Interrupted
7,Ordered,11,Corn,5,0,separated,Interrupted
53,Ordered,36,Corn,-5,0,intact,Interrupted
53,Ordered,36,Corn,-4,0,intact,Interrupted
53,Ordered,36,Corn,-3,0,intact,Interrupted
53,Ordered,36,Corn,-2,0.1,intact,Interrupted
53,Ordered,36,Corn,-1,0,intact,Interrupted
53,Ordered,36,Corn,1,0.0625,intact,Interrupted
53,Ordered,36,Corn,2,0.466666667,intact,Interrupted
53,Ordered,36,Corn,3,0.058823529,intact,Interrupted
53,Ordered,36,Corn,4,0.25,intact,Interrupted
53,Ordered,36,Corn,5,0.0625,intact,Interrupted
53,Ordered,36,Corn,-5,0,separated,Interrupted
53,Ordered,36,Corn,-4,0,separated,Interrupted
53,Ordered,36,Corn,-3,0,separated,Interrupted
53,Ordered,36,Corn,-2,1,separated,Interrupted
53,Ordered,36,Corn,-1,0,separated,Interrupted
53,Ordered,36,Corn,1,0.666666667,separated,Interrupted
53,Ordered,36,Corn,2,0,separated,Interrupted
53,Ordered,36,Corn,3,0,separated,Interrupted
53,Ordered,36,Corn,4,0,separated,Interrupted
53,Ordered,36,Corn,5,0,separated,Interrupted
80,Jumbled,28,Corn,-5,0,intact,Jumbled
80,Jumbled,28,Corn,-4,0,intact,Jumbled
80,Jumbled,28,Corn,-3,0,intact,Jumbled
80,Jumbled,28,Corn,-2,0,intact,Jumbled
80,Jumbled,28,Corn,-1,0,intact,Jumbled
80,Jumbled,28,Corn,1,0.210526316,intact,Jumbled
80,Jumbled,28,Corn,2,0.052631579,intact,Jumbled
80,Jumbled,28,Corn,3,0.058823529,intact,Jumbled
80,Jumbled,28,Corn,4,0,intact,Jumbled
80,Jumbled,28,Corn,5,0.111111111,intact,Jumbled
80,Jumbled,28,Corn,-5,0,separated,Jumbled
80,Jumbled,28,Corn,-4,0,separated,Jumbled
80,Jumbled,28,Corn,-3,0,separated,Jumbled
80,Jumbled,28,Corn,-2,0,separated,Jumbled
80,Jumbled,28,Corn,-1,0,separated,Jumbled
80,Jumbled,28,Corn,1,0,separated,Jumbled
80,Jumbled,28,Corn,2,0,separated,Jumbled
80,Jumbled,28,Corn,3,0,separated,Jumbled
80,Jumbled,28,Corn,4,0,separated,Jumbled
80,Jumbled,28,Corn,5,0,separated,Jumbled
14,Jumbled,23,Corn,-5,0,intact,Jumbled
14,Jumbled,23,Corn,-4,0,intact,Jumbled
14,Jumbled,23,Corn,-3,0,intact,Jumbled
14,Jumbled,23,Corn,-2,0,intact,Jumbled
14,Jumbled,23,Corn,-1,0,intact,Jumbled
14,Jumbled,23,Corn,1,0,intact,Jumbled
14,Jumbled,23,Corn,2,0,intact,Jumbled
14,Jumbled,23,Corn,3,0,intact,Jumbled
14,Jumbled,23,Corn,4,0,intact,Jumbled
14,Jumbled,23,Corn,5,0.25,intact,Jumbled
14,Jumbled,23,Corn,-5,0,separated,Jumbled
14,Jumbled,23,Corn,-4,0,separated,Jumbled
14,Jumbled,23,Corn,-3,0,separated,Jumbled
14,Jumbled,23,Corn,-2,0,separated,Jumbled
14,Jumbled,23,Corn,-1,0,separated,Jumbled
14,Jumbled,23,Corn,1,1,separated,Jumbled
14,Jumbled,23,Corn,2,0,separated,Jumbled
14,Jumbled,23,Corn,3,0,separated,Jumbled
14,Jumbled,23,Corn,4,0,separated,Jumbled
14,Jumbled,23,Corn,5,0,separated,Jumbled
64,Jumbled,15,Corn,-5,0,intact,Jumbled
64,Jumbled,15,Corn,-4,0,intact,Jumbled
64,Jumbled,15,Corn,-3,0,intact,Jumbled
64,Jumbled,15,Corn,-2,0.153846154,intact,Jumbled
64,Jumbled,15,Corn,-1,0.052631579,intact,Jumbled
64,Jumbled,15,Corn,1,0.291666667,intact,Jumbled
64,Jumbled,15,Corn,2,0.08,intact,Jumbled
64,Jumbled,15,Corn,3,0.071428571,intact,Jumbled
64,Jumbled,15,Corn,4,0,intact,Jumbled
64,Jumbled,15,Corn,5,0.115384615,intact,Jumbled
64,Jumbled,15,Corn,-5,0,separated,Jumbled
64,Jumbled,15,Corn,-4,0.2,separated,Jumbled
64,Jumbled,15,Corn,-3,0.142857143,separated,Jumbled
64,Jumbled,15,Corn,-2,0,separated,Jumbled
64,Jumbled,15,Corn,-1,0.125,separated,Jumbled
64,Jumbled,15,Corn,1,0,separated,Jumbled
64,Jumbled,15,Corn,2,0.125,separated,Jumbled
64,Jumbled,15,Corn,3,0.142857143,separated,Jumbled
64,Jumbled,15,Corn,4,0,separated,Jumbled
64,Jumbled,15,Corn,5,0,separated,Jumbled
85,Jumbled,18,Corn,-5,0.058823529,intact,Jumbled
85,Jumbled,18,Corn,-4,0,intact,Jumbled
85,Jumbled,18,Corn,-3,0,intact,Jumbled
85,Jumbled,18,Corn,-2,0.058823529,intact,Jumbled
85,Jumbled,18,Corn,-1,0,intact,Jumbled
85,Jumbled,18,Corn,1,0.3,intact,Jumbled
85,Jumbled,18,Corn,2,0.105263158,intact,Jumbled
85,Jumbled,18,Corn,3,0.047619048,intact,Jumbled
85,Jumbled,18,Corn,4,0.111111111,intact,Jumbled
85,Jumbled,18,Corn,5,0,intact,Jumbled
85,Jumbled,18,Corn,-5,1,separated,Jumbled
85,Jumbled,18,Corn,-4,0,separated,Jumbled
85,Jumbled,18,Corn,-3,0,separated,Jumbled
85,Jumbled,18,Corn,-2,0.333333333,separated,Jumbled
85,Jumbled,18,Corn,-1,0,separated,Jumbled
85,Jumbled,18,Corn,1,0.333333333,separated,Jumbled
85,Jumbled,18,Corn,2,0,separated,Jumbled
85,Jumbled,18,Corn,3,0,separated,Jumbled
85,Jumbled,18,Corn,4,0,separated,Jumbled
85,Jumbled,18,Corn,5,0,separated,Jumbled
78,Jumbled,141,Corn,-5,0,intact,Jumbled
78,Jumbled,141,Corn,-4,0,intact,Jumbled
78,Jumbled,141,Corn,-3,0,intact,Jumbled
78,Jumbled,141,Corn,-2,0,intact,Jumbled
78,Jumbled,141,Corn,-1,0,intact,Jumbled
78,Jumbled,141,Corn,1,0,intact,Jumbled
78,Jumbled,141,Corn,2,0.222222222,intact,Jumbled
78,Jumbled,141,Corn,3,0,intact,Jumbled
78,Jumbled,141,Corn,4,0.125,intact,Jumbled
78,Jumbled,141,Corn,5,0,intact,Jumbled
78,Jumbled,141,Corn,-5,0,separated,Jumbled
78,Jumbled,141,Corn,-4,0,separated,Jumbled
78,Jumbled,141,Corn,-3,0,separated,Jumbled
78,Jumbled,141,Corn,-2,0,separated,Jumbled
78,Jumbled,141,Corn,-1,0,separated,Jumbled
78,Jumbled,141,Corn,1,0,separated,Jumbled
78,Jumbled,141,Corn,2,0,separated,Jumbled
78,Jumbled,141,Corn,3,0,separated,Jumbled
78,Jumbled,141,Corn,4,0,separated,Jumbled
78,Jumbled,141,Corn,5,0,separated,Jumbled
56,Ordered,8,Corn,-5,0,intact,Interrupted
56,Ordered,8,Corn,-4,0,intact,Interrupted
56,Ordered,8,Corn,-3,0,intact,Interrupted
56,Ordered,8,Corn,-2,0,intact,Interrupted
56,Ordered,8,Corn,-1,0,intact,Interrupted
56,Ordered,8,Corn,1,0.19047619,intact,Interrupted
56,Ordered,8,Corn,2,0.333333333,intact,Interrupted
56,Ordered,8,Corn,3,0,intact,Interrupted
56,Ordered,8,Corn,4,0.2,intact,Interrupted
56,Ordered,8,Corn,5,0,intact,Interrupted
56,Ordered,8,Corn,-5,0,separated,Interrupted
56,Ordered,8,Corn,-4,0,separated,Interrupted
56,Ordered,8,Corn,-3,0,separated,Interrupted
56,Ordered,8,Corn,-2,0,separated,Interrupted
56,Ordered,8,Corn,-1,0,separated,Interrupted
56,Ordered,8,Corn,1,0.5,separated,Interrupted
56,Ordered,8,Corn,2,0,separated,Interrupted
56,Ordered,8,Corn,3,0,separated,Interrupted
56,Ordered,8,Corn,4,0,separated,Interrupted
56,Ordered,8,Corn,5,0,separated,Interrupted
2,Jumbled,14,Corn,-5,0,intact,Jumbled
2,Jumbled,14,Corn,-4,0,intact,Jumbled
2,Jumbled,14,Corn,-3,0,intact,Jumbled
2,Jumbled,14,Corn,-2,0.083333333,intact,Jumbled
2,Jumbled,14,Corn,-1,0,intact,Jumbled
2,Jumbled,14,Corn,1,0.125,intact,Jumbled
2,Jumbled,14,Corn,2,0.235294118,intact,Jumbled
2,Jumbled,14,Corn,3,0.055555556,intact,Jumbled
2,Jumbled,14,Corn,4,0,intact,Jumbled
2,Jumbled,14,Corn,5,0.058823529,intact,Jumbled
2,Jumbled,14,Corn,-5,0,separated,Jumbled
2,Jumbled,14,Corn,-4,0,separated,Jumbled
2,Jumbled,14,Corn,-3,0,separated,Jumbled
2,Jumbled,14,Corn,-2,0,separated,Jumbled
2,Jumbled,14,Corn,-1,0.333333333,separated,Jumbled
2,Jumbled,14,Corn,1,0.5,separated,Jumbled
2,Jumbled,14,Corn,2,0,separated,Jumbled
2,Jumbled,14,Corn,3,0,separated,Jumbled
2,Jumbled,14,Corn,4,0,separated,Jumbled
2,Jumbled,14,Corn,5,0,separated,Jumbled
26,Ordered,4,Corn,-5,0,intact,Interrupted
26,Ordered,4,Corn,-4,0,intact,Interrupted
26,Ordered,4,Corn,-3,0,intact,Interrupted
26,Ordered,4,Corn,-2,0,intact,Interrupted
26,Ordered,4,Corn,-1,0,intact,Interrupted
26,Ordered,4,Corn,1,0,intact,Interrupted
26,Ordered,4,Corn,2,0,intact,Interrupted
26,Ordered,4,Corn,3,0,intact,Interrupted
26,Ordered,4,Corn,4,0.2,intact,Interrupted
26,Ordered,4,Corn,5,0.2,intact,Interrupted
26,Ordered,4,Corn,-5,0,separated,Interrupted
26,Ordered,4,Corn,-4,0,separated,Interrupted
26,Ordered,4,Corn,-3,0,separated,Interrupted
26,Ordered,4,Corn,-2,0,separated,Interrupted
26,Ordered,4,Corn,-1,0,separated,Interrupted
26,Ordered,4,Corn,1,0,separated,Interrupted
26,Ordered,4,Corn,2,0,separated,Interrupted
26,Ordered,4,Corn,3,0.5,separated,Interrupted
26,Ordered,4,Corn,4,0,separated,Interrupted
26,Ordered,4,Corn,5,0,separated,Interrupted
43,Ordered,23,Corn,-5,0.111111111,intact,Interrupted
43,Ordered,23,Corn,-4,0,intact,Interrupted
43,Ordered,23,Corn,-3,0,intact,Interrupted
43,Ordered,23,Corn,-2,0,intact,Interrupted
43,Ordered,23,Corn,-1,0,intact,Interrupted
43,Ordered,23,Corn,1,0.083333333,intact,Interrupted
43,Ordered,23,Corn,2,0.25,intact,Interrupted
43,Ordered,23,Corn,3,0,intact,Interrupted
43,Ordered,23,Corn,4,0.1,intact,Interrupted
43,Ordered,23,Corn,5,0.1,intact,Interrupted
43,Ordered,23,Corn,-5,0,separated,Interrupted
43,Ordered,23,Corn,-4,0,separated,Interrupted
43,Ordered,23,Corn,-3,0,separated,Interrupted
43,Ordered,23,Corn,-2,0,separated,Interrupted
43,Ordered,23,Corn,-1,0,separated,Interrupted
43,Ordered,23,Corn,1,1,separated,Interrupted
43,Ordered,23,Corn,2,0,separated,Interrupted
43,Ordered,23,Corn,3,0,separated,Interrupted
43,Ordered,23,Corn,4,0,separated,Interrupted
43,Ordered,23,Corn,5,0,separated,Interrupted
33,Full,32,Corn,-5,0,intact,Uninterrupted
33,Full,32,Corn,-4,0,intact,Uninterrupted
33,Full,32,Corn,-3,0,intact,Uninterrupted
33,Full,32,Corn,-2,0.1,intact,Uninterrupted
33,Full,32,Corn,-1,0,intact,Uninterrupted
33,Full,32,Corn,1,0.125,intact,Uninterrupted
33,Full,32,Corn,2,0.3125,intact,Uninterrupted
33,Full,32,Corn,3,0.0625,intact,Uninterrupted
33,Full,32,Corn,4,0.2,intact,Uninterrupted
33,Full,32,Corn,5,0.066666667,intact,Uninterrupted
33,Full,32,Corn,-5,0,separated,Uninterrupted
33,Full,32,Corn,-4,0,separated,Uninterrupted
33,Full,32,Corn,-3,0,separated,Uninterrupted
33,Full,32,Corn,-2,0,separated,Uninterrupted
33,Full,32,Corn,-1,0,separated,Uninterrupted
33,Full,32,Corn,1,0,separated,Uninterrupted
33,Full,32,Corn,2,0,separated,Uninterrupted
33,Full,32,Corn,3,0,separated,Uninterrupted
33,Full,32,Corn,4,1,separated,Uninterrupted
33,Full,32,Corn,5,0,separated,Uninterrupted
90,Jumbled,30,Corn,-5,0.0625,intact,Jumbled
90,Jumbled,30,Corn,-4,0,intact,Jumbled
90,Jumbled,30,Corn,-3,0,intact,Jumbled
90,Jumbled,30,Corn,-2,0,intact,Jumbled
90,Jumbled,30,Corn,-1,0,intact,Jumbled
90,Jumbled,30,Corn,1,0.227272727,intact,Jumbled
90,Jumbled,30,Corn,2,0.2,intact,Jumbled
90,Jumbled,30,Corn,3,0,intact,Jumbled
90,Jumbled,30,Corn,4,0,intact,Jumbled
90,Jumbled,30,Corn,5,0.1,intact,Jumbled
90,Jumbled,30,Corn,-5,0,separated,Jumbled
90,Jumbled,30,Corn,-4,0,separated,Jumbled
90,Jumbled,30,Corn,-3,0,separated,Jumbled
90,Jumbled,30,Corn,-2,0,separated,Jumbled
90,Jumbled,30,Corn,-1,0,separated,Jumbled
90,Jumbled,30,Corn,1,0,separated,Jumbled
90,Jumbled,30,Corn,2,0,separated,Jumbled
90,Jumbled,30,Corn,3,0,separated,Jumbled
90,Jumbled,30,Corn,4,0,separated,Jumbled
90,Jumbled,30,Corn,5,0,separated,Jumbled
71,Full,30,Corn,-5,0,intact,Uninterrupted
71,Full,30,Corn,-4,0.076923077,intact,Uninterrupted
71,Full,30,Corn,-3,0,intact,Uninterrupted
71,Full,30,Corn,-2,0,intact,Uninterrupted
71,Full,30,Corn,-1,0.052631579,intact,Uninterrupted
71,Full,30,Corn,1,0.366666667,intact,Uninterrupted
71,Full,30,Corn,2,0.28125,intact,Uninterrupted
71,Full,30,Corn,3,0.15625,intact,Uninterrupted
71,Full,30,Corn,4,0.064516129,intact,Uninterrupted
71,Full,30,Corn,5,0.033333333,intact,Uninterrupted
71,Full,30,Corn,-5,0,separated,Uninterrupted
71,Full,30,Corn,-4,0,separated,Uninterrupted
71,Full,30,Corn,-3,0,separated,Uninterrupted
71,Full,30,Corn,-2,0,separated,Uninterrupted
71,Full,30,Corn,-1,0,separated,Uninterrupted
71,Full,30,Corn,1,0.6,separated,Uninterrupted
71,Full,30,Corn,2,0,separated,Uninterrupted
71,Full,30,Corn,3,0.2,separated,Uninterrupted
71,Full,30,Corn,4,0,separated,Uninterrupted
71,Full,30,Corn,5,0,separated,Uninterrupted
