"pseudo_subid","exp_subid","exp_cond","mov_name","eventNo","separated","recall","condition","movName"
12,55819,"continuous","iron",57,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",58,TRUE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",59,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",60,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",61,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",62,TRUE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",63,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",64,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",65,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",66,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",67,TRUE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",68,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",69,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",70,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",71,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",72,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",73,FALSE,0,"Uninterrupted","3Iron"
12,55819,"continuous","iron",74,FALSE,0,"Uninterrupted","3Iron"
1,14,"jumbled","iron",1,FALSE,0,"Jumbled","3Iron"
2,55144,"continuous","iron",2,FALSE,0,"Uninterrupted","3Iron"
3,29,"ordered","iron",3,FALSE,0,"Interrupted","3Iron"
4,24,"jumbled","iron",4,FALSE,0,"Jumbled","3Iron"
5,53890,"continuous","iron",5,FALSE,0,"Uninterrupted","3Iron"
6,53,"ordered","iron",6,FALSE,0,"Interrupted","3Iron"
7,52,"jumbled","iron",7,FALSE,0,"Jumbled","3Iron"
8,49546,"continuous","iron",8,FALSE,0,"Uninterrupted","3Iron"
9,3,"ordered","iron",9,FALSE,0,"Interrupted","3Iron"
1,14,"jumbled","iron",10,TRUE,1,"Jumbled","3Iron"
2,55144,"continuous","iron",11,FALSE,0,"Uninterrupted","3Iron"
3,29,"ordered","iron",12,FALSE,0,"Interrupted","3Iron"
4,24,"jumbled","iron",13,FALSE,0,"Jumbled","3Iron"
5,53890,"continuous","iron",14,FALSE,0,"Uninterrupted","3Iron"
